group,n,pred_norm,y_norm_est,holdout_cosine,count_weight,weight
Q1 (tightest),223201,0.1817592302698449,1.6571936978091892,0.1314832677281055,0.34693179680954744,0.34492643648975885
Q2,162363,0.1412862429841229,1.3632344269459848,0.13523758853700033,0.25236843618706256,0.22056020444959315
Q3,138631,0.13382280617495468,1.220054410903143,0.13476532783118092,0.21548067402701765,0.1869674761761786
Q4 (widest),119162,0.17888590340703867,1.2084337757798402,0.19414873925762272,0.18521909297637237,0.24754588288446938
